"user_id","gender","profession","used_vr_ar","impact_tech","effectiveness","benefit_vr_ar","challenge_cost","challenge_awareness","challenge_equipment","challenge_realism","future_vr_ar","concerns_accuracy","concerns_cost","concerns_technical","concerns_privacy","timestamp"
"id_274","Male","Property Developer","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,0,1,0,"It will become an essential tool for property buying/selling",1,0,0,0,2023-03-09 11:41:01.177547
"id_275","Female","Buyer/Renter","Yes, frequently","Both equally","Not very effective","More immersive than photos/videos",1,0,1,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-01-09 20:21:19.628216
"id_276","Female","Buyer/Renter","Yes, but rarely","VR – Full 3D property tours","Not very effective","Expands market reach (remote buyers)",1,1,1,1,"It will become an essential tool for property buying/selling",1,0,1,1,2023-05-04 23:13:34.03548
"id_277","Prefer not to say","Real Estate Agent","No, I have no interest","Both equally","Not very effective","Increases confidence in purchasing decisions",0,1,0,1,"It will grow but remain a niche tool",1,1,0,0,2023-07-08 16:31:40.105734
"id_278","Female","Real Estate Agent","Yes, but rarely","Both equally","Extremely effective","Saves time for buyers and sellers",0,0,1,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-12-30 04:15:25.781989
"id_279","Male","Investor","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,0,1,0,"It will grow but remain a niche tool",0,1,1,0,2023-05-31 14:12:46.537507
"id_280","Female","Property Developer","No, but I am interested","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,1,1,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-05-28 16:48:25.82535
"id_281","Female","Buyer/Renter","No, but I am interested","Both equally","Somewhat effective","More immersive than photos/videos",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-10-29 16:21:46.520504
"id_282","Male","Property Developer","Yes, frequently","Both equally","Neutral","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",0,0,1,0,2023-11-02 21:20:38.207852
"id_283","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",0,1,1,1,"It will grow but remain a niche tool",0,0,0,1,2023-01-21 19:46:36.872705
"id_284","Male","Student","No, I have no interest","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,0,1,"It will grow but remain a niche tool",1,1,1,1,2023-06-17 09:49:36.654385
"id_285","Male","Property Developer","Yes, but rarely","Both equally","Extremely effective","Expands market reach (remote buyers)",1,1,1,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-04-17 10:22:20.629362
"id_286","Male","Real Estate Agent","No, but I am interested","Both equally","Somewhat effective","More immersive than photos/videos",0,0,0,1,"It will become an essential tool for property buying/selling",1,1,0,0,2023-04-24 04:36:25.551582
"id_287","Male","Buyer/Renter","No, I have no interest","Neither","Extremely effective","Expands market reach (remote buyers)",1,0,1,0,"It will become an essential tool for property buying/selling",0,1,1,1,2023-10-06 00:42:30.537191
"id_288","Male","Buyer/Renter","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","Saves time for buyers and sellers",0,0,0,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-01-06 06:32:40.806462
"id_289","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Increases confidence in purchasing decisions",1,1,0,1,"It will grow but remain a niche tool",0,1,0,1,2023-09-24 10:58:31.609555
"id_290","Female","Property Developer","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","Expands market reach (remote buyers)",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-02-16 18:03:15.426715
"id_291","Male","Property Developer","No, I have no interest","Both equally","Somewhat effective","Saves time for buyers and sellers",0,0,1,1,"It will become an essential tool for property buying/selling",1,0,0,0,2023-08-22 07:26:02.45164
"id_292","Male","Investor","Yes, but rarely","Both equally","Not very effective","More immersive than photos/videos",0,0,1,1,"It will grow but remain a niche tool",1,1,0,1,2023-01-17 09:20:59.233984
"id_293","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,0,"It will become an essential tool for property buying/selling",1,0,0,1,2023-08-12 22:39:11.065559
"id_294","Female","Real Estate Agent","No, I have no interest","AR – Interactive overlays on real-world properties","Extremely effective","More immersive than photos/videos",0,1,1,1,"It will become an essential tool for property buying/selling",0,0,1,0,2023-02-14 05:47:09.662631
"id_295","Female","Property Developer","No, but I am interested","VR – Full 3D property tours","Neutral","Expands market reach (remote buyers)",0,0,0,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-01-18 09:00:43.454614
"id_296","Female","Real Estate Agent","No, but I am interested","Both equally","Somewhat effective","More immersive than photos/videos",0,1,1,1,"It will not have a significant impact",0,1,1,0,2023-09-20 21:28:58.247153
"id_297","Prefer not to say","Buyer/Renter","No, I have no interest","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,0,1,0,"It will grow but remain a niche tool",1,1,1,0,2023-10-20 23:03:40.836432
"id_298","Male","Buyer/Renter","No, I have no interest","Neither","Neutral","Increases confidence in purchasing decisions",0,1,0,1,"It will grow but remain a niche tool",0,0,0,0,2023-10-07 15:22:33.765561
"id_299","Male","Real Estate Agent","No, I have no interest","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,1,1,0,"It will grow but remain a niche tool",0,0,0,0,2023-08-02 16:16:08.25194
"id_300","Female","Buyer/Renter","Yes, but rarely","VR – Full 3D property tours","Neutral","Expands market reach (remote buyers)",1,0,0,1,"It will grow but remain a niche tool",1,0,1,0,2023-06-24 18:05:04.362338
"id_301","Female","Real Estate Agent","No, but I am interested","Both equally","Extremely effective","Saves time for buyers and sellers",0,1,0,1,"It will grow but remain a niche tool",0,0,0,1,2023-01-13 16:42:42.900566
"id_302","Male","Real Estate Agent","Yes, but rarely","AR – Interactive overlays on real-world properties","Neutral","More immersive than photos/videos",0,0,0,1,"It will grow but remain a niche tool",1,1,0,0,2023-03-29 16:06:11.89513
"id_303","Female","Buyer/Renter","Yes, but rarely","Both equally","Somewhat effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-06-07 08:51:33.486745
"id_304","Female","Buyer/Renter","No, I have no interest","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-09-07 11:22:22.885136
"id_305","Female","Buyer/Renter","No, I have no interest","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",1,0,0,1,"It will grow but remain a niche tool",1,1,0,1,2023-10-30 21:55:06.457814
"id_306","Female","Other","Yes, but rarely","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-02-27 17:02:31.954557
"id_307","Male","Real Estate Agent","No, but I am interested","Neither","Extremely effective","More immersive than photos/videos",1,1,0,1,"It will not have a significant impact",1,1,0,0,2023-10-05 02:44:41.358535
"id_308","Male","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-06-07 19:00:24.919302
"id_309","Female","Student","No, I have no interest","AR – Interactive overlays on real-world properties","Not very effective","More immersive than photos/videos",0,0,0,0,"It will grow but remain a niche tool",0,1,1,0,2023-04-07 08:00:05.077196
"id_310","Female","Student","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Expands market reach (remote buyers)",0,0,1,1,"It will grow but remain a niche tool",1,1,1,0,2023-06-03 14:55:51.046609
"id_311","Male","Buyer/Renter","No, but I am interested","Both equally","Extremely effective","Expands market reach (remote buyers)",0,0,1,0,"It will grow but remain a niche tool",0,1,0,0,2023-10-26 13:16:05.719418
"id_312","Female","Student","No, but I am interested","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,1,0,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-12-16 09:33:26.409748
"id_313","Female","Real Estate Agent","No, I have no interest","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",0,1,1,1,"It will grow but remain a niche tool",1,0,0,0,2023-05-07 04:18:28.203235
"id_314","Male","Property Developer","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Increases confidence in purchasing decisions",1,0,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-10-26 23:51:35.675844
"id_315","Male","Student","No, I have no interest","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,1,1,"It will grow but remain a niche tool",1,0,0,0,2023-08-25 19:05:08.754241
"id_316","Female","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Neutral","Saves time for buyers and sellers",0,0,0,0,"It will become an essential tool for property buying/selling",0,0,0,1,2023-03-16 01:45:08.139951
"id_317","Female","Buyer/Renter","No, I have no interest","VR – Full 3D property tours","Somewhat effective","Saves time for buyers and sellers",1,0,1,1,"It will grow but remain a niche tool",0,1,0,0,2023-10-28 13:17:04.569039
"id_318","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,0,0,"It will grow but remain a niche tool",0,0,1,1,2023-09-27 06:21:50.006777
"id_319","Male","Investor","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,1,0,1,"It will grow but remain a niche tool",0,0,1,1,2023-08-26 23:02:07.324281
"id_320","Female","Investor","No, but I am interested","Both equally","Extremely effective","Increases confidence in purchasing decisions",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-03-23 09:28:07.914254
"id_321","Female","Student","No, I have no interest","Neither","Extremely effective","More immersive than photos/videos",1,1,1,1,"It will grow but remain a niche tool",1,0,1,0,2023-04-04 19:05:32.864923
"id_322","Male","Real Estate Agent","No, but I am interested","VR – Full 3D property tours","Extremely effective","More immersive than photos/videos",0,1,1,1,"It will grow but remain a niche tool",0,0,0,0,2023-05-25 23:09:50.952186
"id_323","Male","Investor","Yes, frequently","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-10-17 18:26:57.018883
"id_324","Female","Other","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Expands market reach (remote buyers)",0,0,0,0,"It will become an essential tool for property buying/selling",1,0,1,0,2023-09-23 23:50:34.585901
"id_325","Male","Student","Yes, frequently","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",1,1,1,1,"It will grow but remain a niche tool",0,0,1,0,2023-12-06 12:43:31.078405
"id_326","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","More immersive than photos/videos",0,1,1,1,"It will become an essential tool for property buying/selling",1,0,0,0,2023-01-04 03:09:33.324862
"id_327","Prefer not to say","Real Estate Agent","Yes, but rarely","Both equally","Extremely effective","Increases confidence in purchasing decisions",0,0,1,0,"It will become an essential tool for property buying/selling",1,1,0,1,2023-03-06 09:12:29.962869
"id_328","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Saves time for buyers and sellers",1,0,0,1,"It will grow but remain a niche tool",0,0,1,0,2023-08-14 21:22:03.130752
"id_329","Male","Real Estate Agent","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-06-06 02:47:03.424755
"id_330","Non-binary","Student","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","More immersive than photos/videos",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-04-19 13:41:14.727009
"id_331","Female","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",0,1,1,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-11-04 09:55:12.990672
"id_332","Male","Student","No, but I am interested","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,0,0,1,"It will grow but remain a niche tool",0,0,1,1,2023-04-02 15:38:59.777324
"id_333","Female","Real Estate Agent","Yes, but rarely","Neither","Extremely effective","Increases confidence in purchasing decisions",1,0,0,1,"It will grow but remain a niche tool",1,1,0,0,2023-03-13 22:40:38.715317
"id_334","Female","Student","Yes, but rarely","Both equally","Extremely effective","Increases confidence in purchasing decisions",0,0,0,1,"It will grow but remain a niche tool",0,1,0,1,2023-01-13 17:42:07.883329
"id_335","Male","Student","Yes, but rarely","Both equally","Neutral","More immersive than photos/videos",1,0,1,1,"It will grow but remain a niche tool",0,1,0,1,2023-01-16 14:41:28.637968
"id_336","Female","Investor","No, but I am interested","Both equally","Somewhat effective","More immersive than photos/videos",0,1,1,1,"It will grow but remain a niche tool",0,1,1,1,2023-07-20 10:15:44.552443
"id_337","Female","Student","No, I have no interest","AR – Interactive overlays on real-world properties","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,0,"It will grow but remain a niche tool",0,0,1,0,2023-04-24 07:09:32.480237
"id_338","Female","Student","No, I have no interest","Both equally","Not very effective","More immersive than photos/videos",0,0,1,0,"It will become an essential tool for property buying/selling",0,0,0,1,2023-03-06 00:03:02.044565
"id_339","Female","Buyer/Renter","No, I have no interest","Neither","Not very effective","Increases confidence in purchasing decisions",1,1,1,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-11-09 18:26:01.12449
"id_340","Prefer not to say","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Not very effective","Increases confidence in purchasing decisions",0,0,1,0,"It will become an essential tool for property buying/selling",0,1,0,0,2023-12-14 15:37:50.679808
"id_341","Male","Other","No, but I am interested","Both equally","Extremely effective","More immersive than photos/videos",0,0,1,1,"It will grow but remain a niche tool",1,1,1,0,2023-02-01 14:49:02.334143
"id_342","Male","Student","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,0,0,1,"It will grow but remain a niche tool",1,0,0,1,2023-08-13 08:31:40.087363
"id_343","Female","Investor","No, but I am interested","VR – Full 3D property tours","Not very effective","Expands market reach (remote buyers)",1,1,1,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-05-27 17:04:44.411083
"id_344","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Not very effective","Increases confidence in purchasing decisions",0,0,1,1,"It will become an essential tool for property buying/selling",1,1,0,1,2023-03-03 22:16:55.110067
"id_345","Female","Investor","No, I have no interest","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-10-31 15:56:55.174901
"id_346","Male","Buyer/Renter","Yes, frequently","Both equally","Somewhat effective","Increases confidence in purchasing decisions",1,1,0,0,"It will become an essential tool for property buying/selling",0,1,0,1,2023-09-01 18:47:13.258895
"id_347","Prefer not to say","Property Developer","No, but I am interested","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",0,0,1,1,"It will become an essential tool for property buying/selling",1,0,1,1,2023-07-09 07:56:19.289071
"id_348","Male","Buyer/Renter","No, I have no interest","Both equally","Somewhat effective","Saves time for buyers and sellers",1,0,0,0,"It will become an essential tool for property buying/selling",1,0,0,1,2023-07-12 05:55:51.526823
"id_349","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",1,0,1,0,"It will become an essential tool for property buying/selling",1,1,0,1,2023-09-18 20:01:50.721748
"id_350","Female","Buyer/Renter","Yes, but rarely","Both equally","Extremely effective","Saves time for buyers and sellers",0,1,1,1,"It will become an essential tool for property buying/selling",1,1,1,0,2023-11-13 05:45:32.568183
"id_351","Male","Real Estate Agent","No, but I am interested","Neither","Neutral","Expands market reach (remote buyers)",1,1,1,1,"It will grow but remain a niche tool",0,1,1,0,2023-12-12 22:48:54.383791
"id_352","Prefer not to say","Student","No, but I am interested","AR – Interactive overlays on real-world properties","Neutral","Saves time for buyers and sellers",0,0,1,0,"It will become an essential tool for property buying/selling",0,0,0,0,2023-11-23 20:02:51.393119
"id_353","Female","Other","No, but I am interested","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",1,0,1,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-10-25 21:25:48.456059
"id_354","Male","Student","No, but I am interested","Both equally","Extremely effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",1,0,0,1,2023-02-25 12:20:12.405945
"id_355","Female","Investor","No, but I am interested","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",1,0,1,0,2023-09-21 19:45:35.380528
"id_356","Prefer not to say","Real Estate Agent","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","More immersive than photos/videos",0,0,1,1,"It will grow but remain a niche tool",0,1,0,1,2023-08-24 03:11:57.076469
"id_357","Female","Property Developer","No, but I am interested","Neither","Somewhat effective","More immersive than photos/videos",0,1,0,1,"It will grow but remain a niche tool",0,0,0,0,2023-09-09 05:20:59.601516
"id_358","Male","Buyer/Renter","No, I have no interest","Both equally","Somewhat effective","Expands market reach (remote buyers)",0,0,1,0,"It will become an essential tool for property buying/selling",0,0,0,0,2023-03-09 11:55:58.825939
"id_359","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","More immersive than photos/videos",1,0,0,0,"It will grow but remain a niche tool",0,0,1,0,2023-02-15 00:31:11.962254
"id_360","Female","Property Developer","Yes, but rarely","Neither","Extremely effective","Increases confidence in purchasing decisions",0,1,0,1,"It will not have a significant impact",1,1,1,1,2023-07-27 00:28:02.48159
"id_361","Male","Real Estate Agent","Yes, but rarely","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",0,0,0,1,"It will become an essential tool for property buying/selling",1,0,1,0,2023-10-19 18:02:53.018023
"id_362","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,0,1,0,"It will grow but remain a niche tool",0,0,0,0,2023-11-04 10:01:16.674365
"id_363","Female","Investor","No, I have no interest","Both equally","Somewhat effective","Saves time for buyers and sellers",1,1,1,0,"It will become an essential tool for property buying/selling",0,0,1,0,2023-09-15 17:40:35.022899
"id_364","Male","Real Estate Agent","Yes, but rarely","AR – Interactive overlays on real-world properties","Neutral","More immersive than photos/videos",1,1,0,1,"It will grow but remain a niche tool",0,0,0,0,2023-11-20 17:45:05.911389
"id_365","Male","Investor","No, but I am interested","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",0,1,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-08-28 17:09:59.25469
"id_366","Female","Buyer/Renter","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,0,"It will grow but remain a niche tool",1,1,0,0,2023-02-24 11:31:08.103806
"id_367","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",1,0,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-07-10 19:47:27.313533
"id_368","Male","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","Expands market reach (remote buyers)",0,1,0,1,"It will grow but remain a niche tool",1,1,1,1,2023-04-11 20:17:19.184814
"id_369","Male","Investor","No, but I am interested","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,1,0,1,"It will grow but remain a niche tool",0,1,0,1,2023-02-07 04:15:24.767405
"id_370","Female","Investor","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","More immersive than photos/videos",0,1,0,1,"It will grow but remain a niche tool",0,1,0,0,2023-01-12 06:47:00.748196
"id_371","Male","Buyer/Renter","No, but I am interested","Both equally","Neutral","Increases confidence in purchasing decisions",1,0,1,0,"It will become an essential tool for property buying/selling",0,0,0,0,2023-07-24 18:39:58.090891
"id_372","Male","Buyer/Renter","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,1,1,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-10-03 13:21:20.556072
"id_373","Female","Student","Yes, but rarely","Both equally","Somewhat effective","Saves time for buyers and sellers",0,0,1,0,"It will become an essential tool for property buying/selling",1,1,0,0,2023-11-23 18:24:46.745582
"id_374","Female","Investor","Yes, but rarely","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",1,0,0,1,"It will become an essential tool for property buying/selling",1,0,0,1,2023-10-06 02:13:49.413556
"id_375","Female","Property Developer","No, I have no interest","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,1,0,2023-04-09 16:23:13.796533
"id_376","Prefer not to say","Student","No, I have no interest","Neither","Somewhat effective","Expands market reach (remote buyers)",1,0,0,1,"It will grow but remain a niche tool",0,1,0,0,2023-09-24 18:47:39.608371
"id_377","Female","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Not very effective","More immersive than photos/videos",0,0,1,1,"It will become an essential tool for property buying/selling",0,0,0,0,2023-01-14 02:09:45.619795
"id_378","Male","Student","Yes, frequently","Both equally","Extremely effective","Saves time for buyers and sellers",1,1,1,1,"It will grow but remain a niche tool",1,0,1,0,2023-08-12 20:27:30.551129
"id_379","Male","Property Developer","No, but I am interested","Neither","Somewhat effective","Saves time for buyers and sellers",0,0,0,1,"It will grow but remain a niche tool",0,1,1,0,2023-12-19 22:39:51.656308
"id_380","Prefer not to say","Investor","Yes, but rarely","Both equally","Not very effective","Expands market reach (remote buyers)",0,1,0,1,"It will grow but remain a niche tool",0,1,0,0,2023-08-16 02:17:12.061249
"id_381","Female","Buyer/Renter","Yes, but rarely","AR – Interactive overlays on real-world properties","Somewhat effective","More immersive than photos/videos",1,1,0,1,"It will not have a significant impact",1,1,0,0,2023-04-15 11:50:04.663696
"id_382","Female","Property Developer","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,0,1,1,"It will grow but remain a niche tool",0,0,0,0,2023-05-03 07:35:04.953877
"id_383","Male","Student","Yes, frequently","VR – Full 3D property tours","Not effective at all","Expands market reach (remote buyers)",0,0,1,0,"It will not have a significant impact",0,1,0,0,2023-11-15 14:52:34.875546
"id_384","Female","Buyer/Renter","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,1,1,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-03-25 10:43:10.025391
"id_385","Female","Student","Yes, frequently","Both equally","Not effective at all","Saves time for buyers and sellers",0,1,1,1,"It will become an essential tool for property buying/selling",0,0,1,1,2023-09-25 19:14:41.33424
"id_386","Non-binary","Property Developer","No, but I am interested","AR – Interactive overlays on real-world properties","Somewhat effective","Expands market reach (remote buyers)",0,0,0,1,"It will not have a significant impact",1,1,0,0,2023-05-16 09:20:26.903021
"id_387","Male","Real Estate Agent","No, but I am interested","Both equally","Extremely effective","Increases confidence in purchasing decisions",1,0,0,1,"It will become an essential tool for property buying/selling",1,0,1,0,2023-12-14 05:30:57.102471
"id_388","Male","Buyer/Renter","Yes, frequently","VR – Full 3D property tours","Neutral","Saves time for buyers and sellers",0,0,1,1,"It will grow but remain a niche tool",0,0,1,1,2023-12-28 05:51:14.314283
"id_389","Male","Buyer/Renter","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,1,0,0,"It will become an essential tool for property buying/selling",1,1,0,0,2023-06-26 08:56:52.372419
"id_390","Male","Buyer/Renter","No, but I am interested","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,0,0,"It will grow but remain a niche tool",1,1,0,1,2023-08-12 13:42:50.510591
"id_391","Prefer not to say","Investor","Yes, frequently","VR – Full 3D property tours","Extremely effective","Saves time for buyers and sellers",0,1,0,0,"It will grow but remain a niche tool",1,0,1,1,2023-05-20 09:36:38.782777
"id_392","Male","Student","No, I have no interest","Neither","Somewhat effective","Expands market reach (remote buyers)",0,0,0,1,"It will become an essential tool for property buying/selling",1,1,0,0,2023-05-16 11:24:45.20522
"id_393","Female","Student","Yes, but rarely","Both equally","Somewhat effective","Saves time for buyers and sellers",0,0,1,1,"It will become an essential tool for property buying/selling",1,0,0,1,2023-12-16 19:27:45.525702
"id_394","Female","Investor","No, but I am interested","AR – Interactive overlays on real-world properties","Extremely effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-08-15 10:40:21.633662
"id_395","Male","Property Developer","Yes, but rarely","Neither","Not very effective","Saves time for buyers and sellers",0,0,1,1,"It will grow but remain a niche tool",1,1,1,0,2023-12-26 08:02:03.850303
"id_396","Male","Student","No, I have no interest","VR – Full 3D property tours","Not effective at all","More immersive than photos/videos",1,0,1,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-05-01 08:44:25.161102
"id_397","Male","Buyer/Renter","No, I have no interest","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,0,"It will become an essential tool for property buying/selling",1,1,0,0,2023-08-17 02:35:58.45156
"id_398","Male","Real Estate Agent","Yes, but rarely","AR – Interactive overlays on real-world properties","Extremely effective","Increases confidence in purchasing decisions",0,0,0,1,"It will grow but remain a niche tool",1,0,0,0,2023-11-26 06:15:28.395169
"id_399","Male","Buyer/Renter","No, but I am interested","Both equally","Extremely effective","More immersive than photos/videos",0,1,0,1,"It will become an essential tool for property buying/selling",0,1,0,1,2023-07-27 02:43:42.708151
"id_400","Prefer not to say","Student","No, but I am interested","VR – Full 3D property tours","Not very effective","Saves time for buyers and sellers",0,0,0,1,"It will become an essential tool for property buying/selling",0,1,0,0,2023-10-21 04:57:48.111379
"id_401","Prefer not to say","Property Developer","No, but I am interested","VR – Full 3D property tours","Extremely effective","Expands market reach (remote buyers)",0,0,0,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-10-09 10:30:16.678692
"id_402","Male","Investor","No, but I am interested","Both equally","Extremely effective","More immersive than photos/videos",0,0,0,0,"It will grow but remain a niche tool",1,1,0,0,2023-01-09 23:54:47.049289
"id_403","Non-binary","Property Developer","No, but I am interested","Both equally","Somewhat effective","Increases confidence in purchasing decisions",0,1,1,0,"It will become an essential tool for property buying/selling",1,0,1,0,2023-04-02 11:26:25.032103
"id_404","Female","Investor","Yes, but rarely","AR – Interactive overlays on real-world properties","Not very effective","Saves time for buyers and sellers",0,0,1,0,"It will not have a significant impact",0,0,1,0,2023-04-12 12:32:11.073904
"id_405","Male","Student","No, but I am interested","VR – Full 3D property tours","Neutral","Increases confidence in purchasing decisions",0,0,1,1,"It will become an essential tool for property buying/selling",0,1,1,1,2023-09-10 02:30:10.881386
"id_406","Male","Investor","No, I have no interest","VR – Full 3D property tours","Somewhat effective","Increases confidence in purchasing decisions",0,0,0,1,"It will grow but remain a niche tool",1,1,0,0,2023-01-28 19:01:45.135924
"id_407","Female","Student","Yes, but rarely","VR – Full 3D property tours","Somewhat effective","Expands market reach (remote buyers)",1,0,0,1,"It will become an essential tool for property buying/selling",1,0,1,0,2023-02-28 19:57:12.30178
"id_408","Male","Property Developer","Yes, frequently","AR – Interactive overlays on real-world properties","Extremely effective","More immersive than photos/videos",0,1,0,0,"It will become an essential tool for property buying/selling",1,1,0,0,2023-07-02 17:59:21.975802
"id_409","Male","Property Developer","No, but I am interested","VR – Full 3D property tours","Extremely effective","More immersive than photos/videos",1,1,0,0,"It will become an essential tool for property buying/selling",0,1,1,0,2023-05-20 19:31:10.256237
"id_410","Female","Buyer/Renter","Yes, frequently","VR – Full 3D property tours","Extremely effective","Increases confidence in purchasing decisions",0,1,0,1,"It will grow but remain a niche tool",0,1,0,1,2023-06-29 21:30:32.320206
